File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cohort,Case,Net Site EUI,Net Source EUI,Total Energy/Net Site Energy,Total Energy/Net Source Energy,Total,Heating,Cooling,Interior Lighting,Exterior Lighting,Interior Equipment,Exterior Equipment,Fans,Pumps,Heat Rejection,Humidification,Heat Recovery,Water Systems,Refrigeration,Generators,Heating Elec,Cooling Elec,Heating NG,Cooling NG,Interior Equipment Elec,Interior Equipment NG,Unmet Heating,Unmet Cooling,Conditioned Area,Electricity:Facility [J](Hourly)
runs/CZ01/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ01,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,38.7948,69.3792,38664.9244,69505.774,38664.9192,10406.54,105.3356,1661.7272,457.71,13392.9524,0.0,271.1468,0.0,0.0,0.0,0.0,12369.5028,0.0,0.0,0.0,105.3356,10406.54,0.0,10750.8348,2642.1176,0.0,0.0,399.72,9464396.4945
runs/CZ02/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ02,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,50.0264,85.3732,50630.7416,86683.5376,50630.7416,20560.6752,1442.9676,1661.7272,457.71,13392.9524,0.0,953.1032,0.0,0.0,0.0,0.0,12161.6012,0.0,0.0,0.0,1442.9676,20560.6752,0.0,10750.8348,2642.1176,0.0,0.0,399.72,17361862.4807
runs/CZ03/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ03,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,45.3304,79.5312,45671.3468,80495.1848,45671.3416,16003.6568,1419.0256,1661.7272,457.71,13392.9524,0.0,587.0544,0.0,0.0,0.0,0.0,12149.2156,0.0,0.0,0.0,1419.0256,16003.6568,0.0,10750.8348,2642.1176,0.0,0.0,399.72,19306706.2549
runs/CZ04/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ04,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,52.4004,93.5472,53129.4096,95306.182,53129.4044,20332.1572,3626.2484,1661.7272,457.71,13392.9524,0.0,1609.0424,0.0,0.0,0.0,0.0,12049.5624,0.0,0.0,0.0,3626.2484,20332.1572,0.0,10750.8348,2642.1176,0.0,0.0,399.72,27282524.6102
runs/CZ05/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ05,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,45.56,79.5608,46040.8852,80694.9356,46040.8804,16467.0952,1231.144,1661.7272,457.71,13392.9524,0.0,678.5192,0.0,0.0,0.0,0.0,12151.732,0.0,0.0,0.0,1231.144,16467.0952,0.0,10750.8348,2642.1176,0.0,0.0,399.72,16703114.3502
runs/CZ06/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ06,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,38.078,72.1415,39641.8245,75554.8825,39641.8245,9326.732,1834.0585,1676.927,457.71,13838.389,0.0,560.843,0.0,0.0,0.0,0.0,11947.165,0.0,0.0,0.0,1834.0585,9326.732,0.0,11112.8755,2725.5135,0.0,0.0,418.62,17407132.9285
runs/CZ07/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ07,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,36.372,69.095,37740.31,72114.896,37740.31,8112.5565,1297.7505,1676.927,457.71,13838.389,0.0,435.236,0.0,0.0,0.0,0.0,11921.731,0.0,0.0,0.0,1297.7505,8112.5565,0.0,11112.8755,2725.5135,0.0,0.0,418.62,19068365.734
runs/CZ08/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ08,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,39.4115,78.1335,41073.7055,82117.9685,41073.7,8446.358,3737.2075,1676.927,457.71,13838.389,0.0,1063.3215,0.0,0.0,0.0,0.0,11853.7925,0.0,0.0,0.0,3737.2075,8446.358,0.0,11112.8755,2725.5135,0.0,0.0,418.62,33343139.1218
runs/CZ09/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE/instance-out.sql,CZ09,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-AOE,46.793,87.8944,43675.3797,82503.1365,43675.3897,12461.1454,3553.0719,1629.1562,457.71,12438.4454,0.0,1264.0539,0.0,0.0,0.0,0.0,11871.7903,0.0,0.0,0.0,3553.0719,12461.1454,0.0,9975.0333,2463.4121,0.0,0.0,359.22,36104082.3666
runs/CZ01/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ01,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,38.78,69.3496,38654.6232,69473.164,38654.6232,10406.54,95.0344,1661.7272,457.71,13392.9524,0.0,271.1468,0.0,0.0,0.0,0.0,12369.5028,0.0,0.0,0.0,95.0344,10406.54,0.0,10750.8348,2642.1176,0.0,0.0,399.72,9314845.0987
runs/CZ02/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ02,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,49.898,84.968,50489.6736,86236.7652,50489.6736,20560.6752,1301.8996,1661.7272,457.71,13392.9524,0.0,953.1032,0.0,0.0,0.0,0.0,12161.6012,0.0,0.0,0.0,1301.8996,20560.6752,0.0,10750.8348,2642.1176,0.0,0.0,399.72,16584270.448
runs/CZ03/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ03,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,45.202,79.1364,45532.6144,80055.8212,45532.6144,16003.6568,1280.2932,1661.7272,457.71,13392.9524,0.0,587.0544,0.0,0.0,0.0,0.0,12149.2156,0.0,0.0,0.0,1280.2932,16003.6568,0.0,10750.8348,2642.1176,0.0,0.0,399.72,18328533.8769
runs/CZ04/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ04,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,52.068,92.5008,52774.8872,94183.4084,52774.8872,20332.1572,3271.726,1661.7272,457.71,13392.9524,0.0,1609.0424,0.0,0.0,0.0,0.0,12049.5624,0.0,0.0,0.0,3271.726,20332.1572,0.0,10750.8348,2642.1176,0.0,0.0,399.72,25739526.4814
runs/CZ05/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ05,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,45.4464,79.2204,45920.5224,80313.7492,45920.5176,16467.0952,1110.7764,1661.7272,457.71,13392.9524,0.0,678.5192,0.0,0.0,0.0,0.0,12151.732,0.0,0.0,0.0,1110.7764,16467.0952,0.0,10750.8348,2642.1176,0.0,0.0,399.72,15966833.4016
runs/CZ06/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ06,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,37.915,71.626,39462.5185,74987.0165,39462.5185,9326.732,1654.747,1676.927,457.71,13838.389,0.0,560.843,0.0,0.0,0.0,0.0,11947.165,0.0,0.0,0.0,1654.747,9326.732,0.0,11112.8755,2725.5135,0.0,0.0,418.62,16615489.945
runs/CZ07/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ07,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,36.2545,68.729,37613.436,71713.0805,37613.4315,8112.5565,1170.8765,1676.927,457.71,13838.389,0.0,435.236,0.0,0.0,0.0,0.0,11921.731,0.0,0.0,0.0,1170.8765,8112.5565,0.0,11112.8755,2725.5135,0.0,0.0,418.62,18144125.5856
runs/CZ08/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ08,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,39.0755,77.089,40708.3355,80960.8435,40708.33,8446.358,3371.832,1676.927,457.71,13838.389,0.0,1063.3215,0.0,0.0,0.0,0.0,11853.7925,0.0,0.0,0.0,3371.832,8446.358,0.0,11112.8755,2725.5135,0.0,0.0,418.62,31258517.7204
runs/CZ09/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR/instance-out.sql,CZ09,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-LRM-LSC-NR,46.4401,86.7791,43328.0169,81403.0236,43328.0169,12461.1454,3205.7024,1629.1562,457.71,12438.4454,0.0,1264.0539,0.0,0.0,0.0,0.0,11871.7903,0.0,0.0,0.0,3205.7024,12461.1454,0.0,9975.0333,2463.4121,0.0,0.0,359.22,33754077.1883
runs/CZ01/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ01,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,38.8048,69.4092,38674.882,69537.31,38674.882,10406.54,115.2932,1661.7272,457.71,13392.9524,0.0,271.1468,0.0,0.0,0.0,0.0,12369.5028,0.0,0.0,0.0,115.2932,10406.54,0.0,10750.8348,2642.1176,0.0,0.0,399.72,9609016.2033
runs/CZ02/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ02,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,50.15,85.7684,50767.1668,87115.5824,50767.1668,20560.6752,1579.3928,1661.7272,457.71,13392.9524,0.0,953.1032,0.0,0.0,0.0,0.0,12161.6012,0.0,0.0,0.0,1579.3928,20560.6752,0.0,10750.8348,2642.1176,0.0,0.0,399.72,18113812.2215
runs/CZ03/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ03,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,45.4488,79.9164,45805.5024,80920.06,45805.4972,16003.6568,1553.1812,1661.7272,457.71,13392.9524,0.0,587.0544,0.0,0.0,0.0,0.0,12149.2156,0.0,0.0,0.0,1553.1812,16003.6568,0.0,10750.8348,2642.1176,0.0,0.0,399.72,20252621.896
runs/CZ04/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ04,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,52.7228,94.554,53472.2388,96391.9312,53472.2388,20332.1572,3969.0828,1661.7272,457.71,13392.9524,0.0,1609.0424,0.0,0.0,0.0,0.0,12049.5624,0.0,0.0,0.0,3969.0828,20332.1572,0.0,10750.8348,2642.1176,0.0,0.0,399.72,28774640.0052
runs/CZ05/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ05,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,45.6636,79.896,46157.2772,81063.5596,46157.2724,16467.0952,1347.5412,1661.7272,457.71,13392.9524,0.0,678.5192,0.0,0.0,0.0,0.0,12151.732,0.0,0.0,0.0,1347.5412,16467.0952,0.0,10750.8348,2642.1176,0.0,0.0,399.72,17415115.3033
runs/CZ06/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ06,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,38.2365,72.637,39815.2195,76104.026,39815.2195,9326.732,2007.448,1676.927,457.71,13838.389,0.0,560.843,0.0,0.0,0.0,0.0,11947.165,0.0,0.0,0.0,2007.448,9326.732,0.0,11112.8755,2725.5135,0.0,0.0,418.62,18172670.2685
runs/CZ07/SFm&1&rDXGF&Ex&dxAC_equip/RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE/instance-out.sql,CZ07,SFm,weighted,rDXGF,Ex,dxAC_equip,,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,SFm&1&rDXGF&Ex&dxAC_equip,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0%UC-AOE,36.483,69.45,37863.004,72503.4555,37862.9995,8112.5565,1420.4445,1676.927,457.71,13838.389,0.0,435.236,0.0,0.0,0.0,0.0,11921.731,0.0,0.0,0.0,1420.4445,8112.5565,0.0,11112.8755,2725.5135,0.0,0.0,418.62,19962127.6437
